Information_Ratio,Sharpe_Ratio,Max_Drawdown,Annualized_Return,Margin,Turnover
0.21925883980269817,3.4806261772229385,-0.07387660328372457,0.4361196034992742,0.015575700124974078,0.1111111111111111
