Information_Ratio,Sharpe_Ratio,Max_Drawdown,Annualized_Return,Margin,Turnover
0.16885148826823787,2.6804342787653863,-0.025891203384173722,0.1101205378656751,0.00393287635234554,0.11111111111111112
