strategy_2_n,Index_Name,Event_Type,count,mean,median,std_dev,min,max,5PCT,25PCT,50PCT,75PCT,95PCT,Net_count,Net_mean,Net_median,Net_std_dev,Net_min,Net_max,Net_5PCT,Net_25PCT,Net_50PCT,Net_75PCT,Net_95PCT
10.0,S&P SmallCap 600,Corporate Action,93,0.0002164163006084,0.0013112727610007,0.0115746492340485,-0.0452551124993527,0.0276392924906058,-0.0164877346190692,-0.0070138815941328,0.0013112727610007,0.0066590196667627,0.0197525455398045,93,-0.0004157900825852,3.404442753449956e-05,0.0110104358856447,-0.0428055737744536,0.0264571529503769,-0.0159579070278602,-0.0056431047250464,3.404442753449956e-05,0.005795667814366,0.0177152024645295
11.0,S&P MidCap 400,Corporate Action,60,0.001866347898939,0.001236658271828,0.0102375108939303,-0.0325578324642604,0.0253502127689118,-0.011267281736316,-0.0033292773098753,0.001236658271828,0.0054334088091158,0.0208711993407108,60,0.0014020527932866,0.0009258371538683,0.008665198955864,-0.0241678496701172,0.0239012895426584,-0.0093037610007699,-0.0028400064581017,0.0009258371538683,0.0054223826249218,0.0172326323321774
12.0,S&P MidCap 400,Corporate Action,59,0.0012923777224748,0.0011600414764744,0.0093436933438448,-0.0265134491530554,0.0267302599257152,-0.0108602992220781,-0.0038233526387734,0.0011600414764744,0.0052089290269387,0.0183079842544391,59,0.0008772125081116,0.0003413500994584,0.0078792217725917,-0.0203334876231426,0.0233564759610302,-0.0084917359383606,-0.0034060389930831,0.0003413500994584,0.0054805849885547,0.0140338398748493
13.0,S&P MidCap 400,Corporate Action,59,0.0012170980348119,0.0003906361622054,0.0088674826082615,-0.0251396155619046,0.0248423777355166,-0.0117226705775205,-0.0028473146499375,0.0003906361622054,0.0059444834935219,0.0169749706953755,59,0.000946234081475,0.0003015627712384,0.0074439926867151,-0.0172237379726242,0.0213500677064656,-0.0107083397036715,-0.0032002723962016,0.0003015627712384,0.0049668998195773,0.012918872024301
14.0,S&P MidCap 400,Corporate Action,59,0.0015031917976359,0.0007732790167956,0.0086131136818795,-0.0250828305097555,0.0231699988986582,-0.0093907287511172,-0.0032997620051086,0.0007732790167956,0.0045420768406125,0.0170438205230135,59,0.0010503807966953,0.0001792015060175,0.0074350314744009,-0.0187926608174149,0.0255815170571794,-0.0070772229482498,-0.0035348677765749,0.0001792015060175,0.0039504603939346,0.013040992408211
15.0,S&P MidCap 400,Corporate Action,59,0.0011605073922881,0.0001450682530727,0.0074977056024177,-0.0183360349085008,0.022906062787963,-0.0077464742473225,-0.0027460850304084,0.0001450682530727,0.00399588283064,0.0166829213122556,59,0.0006741071678615,-0.0005543168708073,0.006711168638874,-0.013691188709368,0.0246575742175385,-0.0077752383824973,-0.0024184186296968,-0.0005543168708073,0.0032044807652025,0.0132254857659149
16.0,S&P MidCap 400,Corporate Action,59,0.001075687198283,-6.85265399887204e-05,0.0072217063106459,-0.0207617597382053,0.0195141792425011,-0.0067564857831199,-0.0031064058994186,-6.85265399887204e-05,0.0052295347362188,0.0150700095786219,59,0.0006020454649653,-0.000149016064485,0.006185788230708,-0.0146407347872527,0.0212293867447784,-0.0093145451125602,-0.0029392707850667,-0.000149016064485,0.0031817346937478,0.011187973836641
16.0,S&P SmallCap 600,Index Review,90,0.0002076105373548,0.0006334800619386,0.0076690306380978,-0.0288482631906161,0.0258925107811717,-0.012086640650746,-0.0036574654406647,0.0006334800619386,0.0041040767098662,0.0109532865452932,90,-0.0006647271885403,-0.0004428664532639,0.0065802975691472,-0.0265903717382157,0.0247007101905659,-0.0101797008623924,-0.0038143607996291,-0.0004428664532639,0.0023663932034236,0.0087353999498193
17.0,S&P MidCap 400,Corporate Action,59,0.0007919222172765,-0.0005949131790917,0.0068387113846624,-0.0230530843843959,0.0175912694104958,-0.0066862794838146,-0.0029877857276736,-0.0005949131790917,0.0045245012150378,0.0113878142772904,59,0.0001950530759918,0.0001630795440533,0.0059239325203552,-0.0167966970747929,0.0194181277315904,-0.0104530500168993,-0.0026611922856303,0.0001630795440533,0.0029912075927364,0.0084761238754735
17.0,S&P SmallCap 600,Index Review,90,0.0003351853788337,-0.0002115604091554,0.007385869099479,-0.0209003602313311,0.0375650903026344,-0.0102331169873544,-0.0036807648306579,-0.0002115604091554,0.0037764371121251,0.0107270612403063,90,-0.000229133195735,-0.0008416892187956,0.0066482663681613,-0.0193662778835277,0.0366055058013481,-0.0087919090776269,-0.0031417455308552,-0.0008416892187956,0.0022000368424464,0.0088173388866117
18.0,S&P MidCap 400,Corporate Action,59,0.0009412759916649,0.0004287126099913,0.0065839521495714,-0.0207355721722592,0.0181069414423171,-0.0071323882909741,-0.0030688128403666,0.0004287126099913,0.0047995318803302,0.0108196947945833,59,7.626486552266949e-05,0.000334173638153,0.0057829486680105,-0.0154719751212212,0.0183902054401004,-0.0101893512239495,-0.0027444321013903,0.000334173638153,0.002750925765235,0.0078284649757427
18.0,S&P SmallCap 600,Index Review,90,0.0004835856784377,-0.0001714357829862,0.0077266068590567,-0.0202598576250403,0.0443067831951927,-0.0105455793310206,-0.0027580199992489,-0.0001714357829862,0.0034843896849853,0.0094602012502693,90,-0.0001963648285641,-0.0006558590121003,0.007107663868804,-0.0189955560028298,0.0428734520370674,-0.00866663996379,-0.0034372245097612,-0.0006558590121003,0.0027745341680119,0.0083482284075152
19.0,S&P MidCap 400,Corporate Action,58,0.0008619285853153,0.0004206689725924,0.0064489747782213,-0.0187984507138852,0.0184543029285178,-0.0068286636834444,-0.0034167604681657,0.0004206689725924,0.0046975518362297,0.0112127469284149,58,9.158762380820692e-05,0.0002424196294728,0.0055931617367663,-0.0144230478844454,0.0169310059545279,-0.0097770089776572,-0.0023407953729513,0.0002424196294728,0.0030885334376193,0.0068960177790973
20.0,S&P MidCap 400,Corporate Action,55,0.0012597264015898,0.0004574042172709,0.0061789120138317,-0.0174802760228772,0.0166594537065315,-0.0069491200153761,-0.0025974617380265,0.0004574042172709,0.0049779712783108,0.0111425022292919,55,0.0005212374794385,0.0004138514591325,0.0053127477317569,-0.0133742508991245,0.0160330771987367,-0.0082678579349107,-0.0019999601291438,0.0004138514591325,0.0032251421820204,0.0087251773570687
20.0,S&P SmallCap 600,Index Review,90,2.3394384224770025e-05,-0.0001846241612074,0.0073408623322782,-0.0194462164566232,0.0400196917642855,-0.0102809072381938,-0.0033484792536211,-0.0001846241612074,0.0031027716905438,0.0092748006114725,90,-0.0002552947661402,-0.0007128109159304,0.0066425022884269,-0.0170068299461387,0.0386547842347681,-0.0086666178291674,-0.0033461580368275,-0.0007128109159304,0.0022714321447639,0.0079136805547324
21.0,S&P MidCap 400,Corporate Action,50,0.0012339602273591,0.0009671612823624,0.0059905864706333,-0.0164629947742135,0.0160287506172647,-0.0074809247964374,-0.0025606446345423,0.0009671612823624,0.0047902453785606,0.0094384411535367,50,0.0004626017352883,0.0007458057206348,0.0051858584046487,-0.0129015347131199,0.0141534505285042,-0.0090359303750651,-0.0016980476934281,0.0007458057206348,0.0030772569181207,0.0079506519852552
21.0,S&P SmallCap 600,Index Review,78,0.0001968914188586,-0.0002810152693122,0.0067098605575545,-0.0156165337112023,0.0360824177422941,-0.0080118023984992,-0.0031075441777419,-0.0002810152693122,0.0034431065520206,0.0081047839118901,78,-0.0002580909222289,-0.0010303499756548,0.0063323804475633,-0.0141017298357493,0.0353725182256089,-0.0083731322381547,-0.003409363845923,-0.0010303499756548,0.0024709727596922,0.0067952442624012
