Date,Total_Position_Size,Total_Sale_Proceeds,RGL,Transaction_Costs,Slippage_Cost,Long_Overnight_Cost,Cumulative_Net_PnL
2022-03-31,1764041.4879074097,1747459.1959648132,-16582.291942596436,203.465,0.060888599842679074,86.5105277631305,-16872.32835895941
2022-04-05,1695432.6718309403,1635938.3320554735,-59494.339775466826,633.089,0.01173570596711058,83.61037833686828,-77083.37924846906
2022-04-06,283715.92985153204,284790.53995949886,1074.6101079668151,127.59714285714287,0.013797756289842445,13.991470513226238,-76150.37155162891
2022-05-04,723195.9033695221,756018.9420963287,32823.03872680664,181.343,0.02685143660030376,35.664455508633964,-43544.3671317675
2022-05-20,1285547.9209899902,1290157.5755958557,4609.6546058654785,1260.68,0.004458416008214667,80.30271944814186,-40275.69970376618
2022-06-30,821431.2600231172,821941.5000972748,510.24007415759843,373.83,0.006806031681376008,67.51489808409183,-40206.811333724356
2022-07-06,1220597.4277469637,1211596.2743587496,-9001.153388214065,209.329,0.025937571539626513,101.6607172698841,-49518.980376779844
2022-07-07,3836014.8895698693,4097858.965798347,261844.07622847753,13092.200690000001,0.002355800257969262,319.49274696691515,198913.4000589305
2022-07-08,963927.1487205506,976823.9269226075,12896.778202056885,249.04700000000003,0.021018337639914175,80.01915782529503,211481.09108482447
2022-07-21,514686.4568206788,515581.559527588,895.1027069092379,21.258000000000003,0.1312070223775466,42.72602641552484,212312.0785582958
2022-07-27,854370.6009384156,876097.798967743,21727.198029327323,117.76300000000002,0.03631034267351022,70.92446358475067,233850.5528136957
2022-07-28,983026.1633320809,1037551.1042900087,54524.94095792773,630.3470000000001,0.010397254638783944,101.80380540808949,287643.3325689607
2022-08-11,2301249.9607412335,2312463.364635658,11213.403894424438,1345.629,0.015464066934965213,238.32122881100995,297272.77077050717
2022-08-18,667243.6929885864,684189.5700920105,16945.877103424165,222.972,0.013771798709623341,69.10085368484539,313926.56124844775
2022-10-04,2009492.4989215853,2102824.4716978073,93331.97277622193,1472.114,0.014984334934534764,249.94783411243824,405536.4572062223
2022-10-13,1322991.4878479005,1385898.0756958008,62906.587847900344,390.72400000000005,0.02202827982676947,164.5583932829991,467887.7406325598
2022-10-19,1206482.0059009553,1181933.3168518066,-24548.6890491487,264.219,0.014943237192645112,150.0665289531599,442924.75111122074
2022-10-21,3526170.348588562,3374919.1235885625,-151251.22499999963,2016.6830000000002,0.009862450727335933,436.6654787841179,289220.16776998626
2022-11-02,302863.39151382446,255829.00606155396,-47034.38545227051,317.8,0.010377760042858826,37.75420359966853,241830.21773635605
2022-12-02,3273023.461283302,3147393.1337169646,-125630.32756633754,1061.183,0.05451363531353786,476.1576597099818,114662.49499667321
2022-12-20,1825860.725214083,1831819.9556061097,5959.230392026715,678.10157,0.0122562947360424,290.1367727737447,119653.47478963144
2022-12-23,1217892.6716713905,1220714.6261034012,2821.9544320106506,2970.4700000000003,0.0023785986373065183,193.52815056696068,119311.42869247649
2023-01-06,1340569.9809381487,1365035.197607994,24465.216669845395,1289.3090000000002,0.0030918424245844705,213.3893586096067,142273.94391186986
2023-02-07,1163556.486933988,1155717.077596795,-7839.409337193007,339.241,0.005717035500499583,192.863472491798,133902.42438514956
2023-02-24,1058146.8142608644,1055168.8484786989,-2977.9657821655273,253.17200000000003,0.019499235401026715,175.39145825419806,130495.87564549442
2023-03-02,873952.5326925279,848273.7266803742,-25678.806012153625,648.7220000000001,0.0029155770972434793,144.86062528191215,104023.48409248178
2023-03-23,847952.0907184602,834864.5961627961,-13087.494555664016,185.04100000000003,0.014887429445511224,146.35885401441914,90604.5747953739
2023-04-05,524207.3430595398,515846.54552841187,-8360.79753112793,134.11,0.021176892116907126,90.62324204673139,82019.02284530713
2023-05-05,1162128.8894531252,1179238.8359375,17109.946484374814,710.6560000000001,0.0034124283725704527,208.864808625,98209.44510862857
2023-06-07,488976.94190979004,521451.7020225525,32474.76011276245,265.1,0.014969334525762018,87.74791697285275,130331.34233508364
2023-07-25,2075208.2297801971,2076367.678488922,1159.448708724929,600.321,0.008544393134886764,372.96893116049563,130517.49256825494
2023-08-07,980794.9340530396,983549.7584671022,2754.8244140625466,120.55300000000001,0.02773370341313772,182.72343976878548,132969.0128088453
2023-08-09,1055496.668460083,1096101.609902954,40604.941442871,78.067,0.08470913865767733,196.64047521996068,173299.16206735768
2023-08-22,2495528.881617233,2475111.569331894,-20417.312285338994,591.69938,0.011633162635621691,464.92044917800513,151825.21831967804
2023-08-23,959647.8923561096,964610.4705734253,4962.57821731572,234.31799999999998,0.022593634605092196,178.78371693209715,156374.67222642706
2023-10-02,1891892.581869507,1812118.1639556885,-79774.4179138185,514.5840000000001,0.011461188212183343,353.49883310548057,75732.16001831487
2023-10-04,773816.5279846191,757034.8931674957,-16781.634817123413,940.78,0.00022382224441007184,144.58708824260557,57865.15788912661
2023-10-13,1329204.0540489198,1297717.959158325,-31486.094890594715,248.02100000000002,0.018818277273794985,247.996701591045,25883.026478663578
2023-10-19,1238283.2850341797,1193285.2400390622,-44998.04499511747,196.928,0.029317071360326085,230.69387228034034,-19542.66970580559
2023-10-23,2261640.913412476,2257795.5361770634,-3845.3772354125977,549.3420000000001,0.014329919774730965,421.34680030698183,-24358.750071444945
2023-11-08,2686305.9799835207,2675450.1739868163,-10855.805996704381,409.654,0.030844270475574673,501.93443242431823,-36126.175344844116
2023-11-14,1150620.952239132,1200694.9844627383,50074.03222360625,720.4890000000001,0.005265448050847467,214.99273682933924,13012.369876484743
2023-12-01,3774892.4444204327,3857974.6562065124,83082.21178607945,1737.917,0.011738717706423265,712.5755874536103,93644.07733639289
2024-01-08,2392341.22331543,2495660.4524597167,103319.22914428683,1333.152,0.0068205915899263005,446.35188303501576,195183.7957770531
2024-01-24,2572948.2443389893,2551367.017059326,-21581.227279663086,329.485,0.03956051277306409,480.0486998342059,172792.99523704304
2024-03-04,2269066.9976898194,2298054.7101928713,28987.71250305185,1259.544,0.003563810775936548,423.3519521717169,200097.8082241124
2024-04-02,2181554.2728355406,2209414.2445516586,27859.971716118045,2214.222,0.05698703167218356,408.8172938683588,225334.68365933042
2024-04-04,1514456.1370599747,1517784.5319663049,3328.394906330155,962.8590000000002,0.0036416571349751617,282.9750919109323,227417.2408320925
2024-04-23,1790062.5097778318,1920331.1233703613,130268.61359252944,174.15599999999998,0.05249655622474579,333.98152579690503,357177.6644022688
2024-05-09,1096859.28699062,1107686.881765048,10827.594774428057,285.512,0.02200121385899069,204.646897107017,367515.078278376
2024-06-04,2696629.6253681183,2598732.1364974976,-97897.48887062073,434.135,0.031177123229789962,504.6022011305273,268678.82102950156
2024-07-01,1061172.1028600694,1040098.8525243761,-21073.250335693243,367.107,0.011424162897357372,200.6051372529994,247037.84713239243
2024-07-23,3090401.877280426,3148534.590934754,58132.71365432767,390.153,0.037451069605764074,579.1328449478934,304201.2374907026
2024-07-29,3584652.853415489,3675669.375,91016.5215845108,2800.51,0.006742396878218574,670.7720270911723,391746.47030572535
2024-10-02,1473155.90368042,1474779.47684021,1623.5731597898994,202.942,0.013029495290895263,259.1139973048849,392907.9744387151
2024-10-14,3413475.3582572937,3411988.9292427064,-1486.4290145873092,990.993,0.011416078406944767,590.1103975507814,389840.4306104986
