Information_Ratio,Sharpe_Ratio,Max_Drawdown,Annualized_Return,Margin,Turnover
0.18248569035237402,2.8968705270019233,-0.09229338928357793,0.06731343111146407,0.02163646000011345,0.012345679012345678
