Date,Total_Position_Size,Total_Sale_Proceeds,RGL,Transaction_Costs,Slippage_Cost,Long_Overnight_Cost,Cumulative_Net_PnL
2022-03-28,756820.0877532269,785296.4895383836,28476.401785156668,519.615,0.030572586753127372,36.90793852604777,27919.848274043863
2022-03-30,421218.59391355526,413400.52506542206,-7818.068848133204,319.105,0.012525928639222342,20.42621674594501,19762.235683236075
2022-03-31,317146.02645697736,309507.85169696814,-7638.17476000922,217.26500000000001,0.010276197239120086,15.553188694739436,11891.232458334875
2022-04-05,415482.35134124756,400617.13513946533,-14865.216201782227,212.36,0.015435755470441027,20.48954061408892,-3206.848719816913
2022-04-06,335525.6732082367,328884.2839244844,-6641.389283752302,318.53200000000004,0.004051594091321442,16.546471555474685,-10183.32052671878
2022-04-22,119354.72888460758,117483.45099163055,-1871.2778929770284,169.41,0.003632989757908538,5.787886852760423,-12229.799939538327
2022-04-29,351806.15746307373,343659.42126846313,-8146.736194610596,332.52,0.005216323111369432,17.156574254363594,-20726.2179247264
2022-05-13,451463.8787790298,469502.9870038033,18039.10822477346,617.154,0.024736870031029617,28.32472006586242,-3332.6131568888304
2022-06-06,1732000.8280800986,1698946.3339722634,-33054.49410783526,1682.97,0.03411285989325105,108.19073665815411,-38178.302114242135
2022-06-14,460913.597574234,434692.03169803624,-26221.56587619777,325.73400000000004,0.00843848617692759,27.654815854454043,-64753.26524478053
2022-06-27,958345.2000000001,937581.0864959717,-20764.113504028413,1064.828,0.010603833918127569,78.76809863013699,-86660.98545127301
2022-06-29,960459.6503785134,954637.1343582154,-5822.516020298004,717.2090000000001,0.028994637176914875,79.20502870244728,-93279.94449491064
2022-07-14,161869.8202108383,161323.42473192213,-546.3954789161799,136.599,0.007844632238644253,13.43741247229699,-93976.38423093136
2022-07-19,448712.5043022889,461035.0993742466,12322.595071957738,905.907,0.0022112434233504514,37.372219536409816,-82597.07058975345
2022-08-02,254403.21902685164,254931.0184731484,527.7994462967617,211.123,0.004146359399624195,26.485814583617433,-82306.88410439971
2022-08-05,367242.5802070617,371757.8526035309,4515.272396469198,66.893,0.040431527711868094,38.032245292676535,-77896.5773847509
2022-09-06,1417009.9472150519,1391804.8087404864,-25205.13847456542,2032.0010000000002,0.02256734461462631,147.13610136835746,-105280.87552802928
2022-09-13,582514.6664997102,551514.5168753625,-31000.149624347687,720.9340000000001,0.004058983134921378,60.32617642106588,-137062.28938778117
2022-09-26,519854.8367989064,509395.28236742027,-10459.554431486118,863.107,0.006771771339311703,63.949266225399725,-148448.90685726402
2022-09-28,248623.69813470842,258737.71778640748,10114.019651699055,301.911,0.004136984595604031,30.516004592972433,-138667.31834714254
2022-10-07,309183.07105188374,296799.2478620291,-12383.823189854622,825.589,0.0022586303415564994,38.54199926811153,-151915.2747948956
2022-10-14,226792.01291065218,226792.01291065218,0.0,274.24600000000004,0.007221556811421228,28.209198318201665,-152217.73721477063
2022-10-28,316603.8435630944,333547.03565597534,16943.192092880956,189.019,0.010329520780283437,39.46705447156382,-135503.04150588202
2022-11-29,640215.3841556736,657401.1408308267,17185.756675153185,1513.9279999999999,0.017161975154888924,93.13818328401717,-119924.36817598801
2022-12-05,646967.1296047829,630103.3646565437,-16863.764948239244,574.681,0.024214062496854635,94.12042351236705,-137456.95876180212
2022-12-13,6188.116509119669,6360.199842453002,172.08333333333303,13.766666666666666,0.01350483461861607,0.8985484246118972,-137299.55414839467
2022-12-29,212587.06298732758,220566.8871588707,7979.824171543121,249.36900000000003,0.0034757636976641888,33.780957954150686,-129602.8834105694
2023-01-27,466300.28330974863,454741.27634143835,-11559.006968310277,283.411,0.006618691502256706,74.09703132045321,-141519.40502889163
2023-01-31,461226.1614395743,451927.2466083527,-9298.914831221628,779.418,0.003507397086617742,73.41709583462814,-151671.15846334497
2023-02-17,147407.13212517547,154432.70978927612,7025.577664100652,44.77,0.017745020751784604,24.433236968693468,-144714.80178123375
2023-02-24,216682.57990550995,216682.57990550995,0.0,257.19,0.002413817267176918,35.91587968296809,-145007.91007473398
2023-03-06,5000000.0,5009775.220903542,9775.220903540976,11576.164841953012,0.09503571214049013,828.7671232876712,-147637.71617214583
2023-03-16,467563.56709406665,475480.86128797533,7917.294193908689,400.12300000000005,0.014914939235788141,77.75646170578041,-140198.31635488215
2023-03-29,63699.88082637787,61662.23650360109,-2037.6443227767813,90.56200000000001,0.005450133156488595,11.047130017286902,-142337.57525780937
2023-04-26,84297.34846649168,87691.87308311464,3394.5246166229626,161.644,0.0036510684000278988,14.549953296956097,-139119.24824555177
2023-05-26,573633.0254132918,548595.1933124543,-25037.83210083749,302.379,0.016310955834722297,103.09678484140255,-164562.5724421865
