Information_Ratio,Sharpe_Ratio,Max_Drawdown,Annualized_Return,Margin,Turnover
0.10822082130468456,1.7179522791081359,-0.19555459975849251,0.028734808425498498,0.010034377545412173,0.011363636363636364
